Timestamp,RED PHASE: Hydrogen (ppm),RED PHASE: Methane (ppm),RED PHASE: Acetylene (ppm),RED PHASE: Ethylene (ppm),RED PHASE: Ethane (ppm),RED PHASE: Carbon Monoxide (ppm),RED PHASE: Carbon Dioxide (ppm),RED PHASE: Water (ppm),YELLOW PHASE: Hydrogen (ppm),YELLOW PHASE: Methane (ppm),YELLOW PHASE: Acetylene (ppm),YELLOW PHASE: Ethylene (ppm),YELLOW PHASE: Ethane (ppm),YELLOW PHASE: Carbon Monoxide (ppm),YELLOW PHASE: Carbon Dioxide (ppm),YELLOW PHASE: Oxygen (ppm),YELLOW PHASE: Water (ppm),BLUE PHASE: Hydrogen (ppm),BLUE PHASE: Methane (ppm),BLUE PHASE: Acetylene (ppm),BLUE PHASE: Ethylene (ppm),BLUE PHASE: Ethane (ppm),BLUE PHASE: Carbon Monoxide (ppm),BLUE PHASE: Carbon Dioxide (ppm),BLUE PHASE: Oxygen (ppm),BLUE PHASE: Water (ppm)
20/01/2013 03:00,,,,,,,,,40.1,9.7,0.0,2.9,8.2,259.2,1987,153.2,5.7,,,,,,,,,
20/01/2013 01:00,52.0,8.7,0.0,3.4,8.7,257.8,2174,7.8,,,,,,,,,,,,,,,,,,
20/01/2013 00:00,,,,,,,,,,,,,,,,,,14.8,4.7,0.0,1.0,2.8,166.8,816,153.2,3.5
19/01/2013 23:00,,,,,,,,,39.9,8.9,0.0,3.0,9.7,258.7,1984,151.9,5.7,,,,,,,,,
19/01/2013 21:00,52.3,8.9,0.0,3.1,8.9,258.5,2175,7.7,,,,,,,,,,,,,,,,,,
19/01/2013 20:00,,,,,,,,,,,,,,,,,,14.6,4.5,0.0,1.3,3.3,166.1,805,162.3,3.5
19/01/2013 19:00,,,,,,,,,40.0,8.7,0.0,2.9,9.8,259.0,1988,155.0,5.7,,,,,,,,,
19/01/2013 17:00,52.0,8.8,0.0,3.7,8.5,258.8,2188,7.6,,,,,,,,,,,,,,,,,,
19/01/2013 16:00,,,,,,,,,,,,,,,,,,14.7,3.9,0.0,1.1,4.6,166.3,815,156.9,3.5
19/01/2013 15:00,,,,,,,,,39.5,9.3,0.0,3.2,8.4,257.8,1990,156.8,5.6,,,,,,,,,
19/01/2013 13:00,51.7,9.7,0.0,3.3,7.6,257.1,2174,7.5,,,,,,,,,,,,,,,,,,
19/01/2013 12:00,,,,,,,,,,,,,,,,,,14.7,5.1,0.2,1.3,2.3,166.5,812,154.1,3.5
19/01/2013 11:00,,,,,,,,,39.7,10.0,0.0,2.7,8.0,258.5,1987,153.7,5.7,,,,,,,,,
19/01/2013 09:00,51.3,8.5,0.0,2.9,9.9,256.4,2174,7.4,,,,,,,,,,,,,,,,,,
19/01/2013 08:00,,,,,,,,,,,,,,,,,,14.8,4.1,0.1,1.4,4.9,166.8,818,159.8,3.5
19/01/2013 07:00,,,,,,,,,39.4,8.9,0.0,3.3,9.6,257.3,1997,152.4,5.6,,,,,,,,,
19/01/2013 05:00,52.2,8.2,0.0,3.5,10.1,257.7,2176,7.4,,,,,,,,,,,,,,,,,,
19/01/2013 04:00,,,,,,,,,,,,,,,,,,14.8,4.8,0.1,1.5,3.5,166.4,831,156.8,3.5
19/01/2013 03:00,,,,,,,,,39.9,8.8,0.0,3.0,8.6,257.5,1989,148.6,5.8,,,,,,,,,
19/01/2013 01:00,52.2,8.7,0.0,3.0,9.6,257.0,2169,7.4,,,,,,,,,,,,,,,,,,
19/01/2013 00:00,,,,,,,,,,,,,,,,,,14.8,3.9,0.0,1.5,5.2,166.5,826,152.9,3.5
18/01/2013 23:00,,,,,,,,,39.6,7.9,0.0,3.0,10.7,256.4,1985,152.0,5.8,,,,,,,,,
18/01/2013 21:00,52.3,9.7,0.0,3.4,7.2,256.6,2169,7.5,,,,,,,,,,,,,,,,,,
18/01/2013 20:00,,,,,,,,,,,,,,,,,,15.1,4.7,0.1,1.2,4.1,167.2,838,151.1,3.5
18/01/2013 19:00,,,,,,,,,39.4,9.3,0.1,3.4,8.9,256.0,1988,157.7,5.9,,,,,,,,,
18/01/2013 17:00,51.6,8.6,0.0,3.4,9.8,255.5,2164,7.7,,,,,,,,,,,,,,,,,,
18/01/2013 16:00,,,,,,,,,,,,,,,,,,14.8,4.6,0.1,1.3,3.7,166.6,834,147.1,3.5
18/01/2013 15:00,,,,,,,,,40.0,9.1,0.0,3.1,9.5,257.6,1990,158.0,5.9,,,,,,,,,
18/01/2013 13:00,51.9,8.2,0.0,3.0,10.3,256.7,2177,7.6,,,,,,,,,,,,,,,,,,
18/01/2013 12:00,,,,,,,,,,,,,,,,,,14.6,5.0,0.2,1.0,3.5,166.1,823,151.6,3.6
18/01/2013 11:00,,,,,,,,,39.2,8.9,0.0,2.9,8.6,256.2,1989,153.0,5.8,,,,,,,,,
18/01/2013 09:00,52.7,9.6,0.0,3.5,6.8,260.9,2200,7.5,,,,,,,,,,,,,,,,,,
18/01/2013 08:00,,,,,,,,,,,,,,,,,,14.6,4.1,0.1,1.2,4.3,166.1,823,148.3,3.6
18/01/2013 07:00,,,,,,,,,39.4,9.0,0.0,3.1,8.8,256.8,1990,154.1,5.8,,,,,,,,,
18/01/2013 05:00,51.7,8.4,0.0,3.5,9.1,256.9,2174,7.5,,,,,,,,,,,,,,,,,,
18/01/2013 04:00,,,,,,,,,,,,,,,,,,14.6,3.9,0.0,1.5,4.4,165.7,824,149.2,3.6
18/01/2013 03:00,,,,,,,,,39.4,9.0,0.0,2.8,10.2,256.5,1989,152.6,5.9,,,,,,,,,
18/01/2013 01:00,51.7,9.3,0.1,3.3,7.6,256.7,2170,7.6,,,,,,,,,,,,,,,,,,
18/01/2013 00:00,,,,,,,,,,,,,,,,,,14.5,4.5,0.2,1.2,4.1,165.4,820,154.5,3.6
17/01/2013 23:00,,,,,,,,,39.2,9.8,0.0,2.8,8.3,256.8,1986,154.9,5.9,,,,,,,,,
17/01/2013 21:00,51.5,7.8,0.0,3.4,10.9,257.1,2176,7.5,,,,,,,,,,,,,,,,,,
17/01/2013 20:00,,,,,,,,,,,,,,,,,,14.8,4.0,0.0,1.2,4.2,166.0,831,159.1,3.6
17/01/2013 19:00,,,,,,,,,38.9,9.7,0.0,3.2,8.8,255.7,1999,152.1,5.9,,,,,,,,,
17/01/2013 17:00,51.5,8.0,0.0,3.6,9.8,256.5,2183,7.5,,,,,,,,,,,,,,,,,,
17/01/2013 16:00,,,,,,,,,,,,,,,,,,14.3,4.0,0.0,1.3,4.1,164.5,806,153.5,3.7
17/01/2013 15:00,,,,,,,,,39.6,9.6,0.0,3.1,8.2,257.5,1991,147.7,5.8,,,,,,,,,
17/01/2013 13:00,52.8,7.9,0.0,3.5,10.5,262.1,2210,7.5,,,,,,,,,,,,,,,,,,
17/01/2013 12:00,,,,,,,,,,,,,,,,,,14.3,4.6,0.1,1.3,3.1,164.2,802,154.7,3.6
17/01/2013 11:00,,,,,,,,,39.4,8.3,0.1,2.8,10.8,256.1,1991,155.8,5.7,,,,,,,,,
17/01/2013 09:00,52.1,9.4,0.0,3.4,7.0,256.3,2172,7.5,,,,,,,,,,,,,,,,,,
17/01/2013 08:00,,,,,,,,,,,,,,,,,,14.7,4.9,0.1,1.4,4.2,164.9,824,159.0,3.6
17/01/2013 07:00,,,,,,,,,39.4,9.6,0.1,2.6,7.8,254.9,1987,161.7,5.8,,,,,,,,,
17/01/2013 05:00,51.4,8.3,0.1,3.3,8.6,254.2,2171,7.5,,,,,,,,,,,,,,,,,,
17/01/2013 04:00,,,,,,,,,,,,,,,,,,14.6,4.6,0.2,1.1,2.6,164.9,834,155.9,3.7
17/01/2013 03:00,,,,,,,,,39.4,7.7,0.0,3.3,11.1,254.9,1992,149.4,5.8,,,,,,,,,
17/01/2013 01:00,51.3,7.6,0.0,4.0,10.4,253.2,2165,7.6,,,,,,,,,,,,,,,,,,
17/01/2013 00:00,,,,,,,,,,,,,,,,,,14.8,3.9,0.0,1.2,3.5,164.9,836,159.8,3.6
16/01/2013 23:00,,,,,,,,,39.1,8.8,0.0,3.2,9.1,254.0,1989,153.0,5.9,,,,,,,,,
16/01/2013 21:00,51.3,8.3,0.0,3.6,9.4,253.4,2164,7.7,,,,,,,,,,,,,,,,,,
16/01/2013 20:00,,,,,,,,,,,,,,,,,,15.1,4.8,0.1,0.9,2.9,166.6,837,152.7,3.7
16/01/2013 19:00,,,,,,,,,38.7,9.6,0.0,2.7,7.7,253.4,1975,157.7,5.9,,,,,,,,,
16/01/2013 17:00,51.8,8.2,0.1,3.2,9.8,255.9,2156,7.7,,,,,,,,,,,,,,,,,,
16/01/2013 16:00,,,,,,,,,,,,,,,,,,14.2,4.6,0.1,0.9,4.5,164.1,814,165.8,3.7
16/01/2013 15:00,,,,,,,,,39.1,9.8,0.0,2.7,8.0,255.1,1982,153.7,5.9,,,,,,,,,
16/01/2013 13:00,50.7,9.4,0.0,3.5,8.0,253.9,2154,7.5,,,,,,,,,,,,,,,,,,
16/01/2013 12:00,,,,,,,,,,,,,,,,,,14.2,4.4,0.0,1.3,3.6,163.9,810,152.0,3.7
16/01/2013 11:00,,,,,,,,,38.5,9.7,0.0,2.8,7.7,254.0,1964,153.0,5.8,,,,,,,,,
16/01/2013 09:00,49.9,7.9,0.1,3.5,9.8,251.8,2141,7.5,,,,,,,,,,,,,,,,,,
16/01/2013 08:00,,,,,,,,,,,,,,,,,,14.4,3.6,0.2,1.0,6.0,164.6,840,150.8,3.7
16/01/2013 07:00,,,,,,,,,38.8,8.9,0.0,2.8,9.9,254.5,1971,152.2,5.9,,,,,,,,,
16/01/2013 05:00,50.3,9.5,0.0,3.3,5.9,252.9,2143,7.5,,,,,,,,,,,,,,,,,,
16/01/2013 04:00,,,,,,,,,,,,,,,,,,14.6,4.8,0.1,0.8,3.0,165.6,835,153.0,3.7
16/01/2013 03:00,,,,,,,,,37.7,8.5,0.0,2.6,10.3,251.7,1966,157.8,5.8,,,,,,,,,
16/01/2013 01:00,49.9,8.6,0.0,3.5,8.8,251.3,2123,7.4,,,,,,,,,,,,,,,,,,
16/01/2013 00:00,,,,,,,,,,,,,,,,,,14.6,4.2,0.1,1.0,4.5,165.7,846,153.0,3.6
15/01/2013 23:00,,,,,,,,,37.8,9.3,0.1,2.4,8.6,252.5,1976,143.6,5.9,,,,,,,,,
15/01/2013 21:00,49.8,8.5,0.0,3.2,9.2,252.9,2150,7.3,,,,,,,,,,,,,,,,,,
15/01/2013 20:00,,,,,,,,,,,,,,,,,,14.3,4.3,0.0,1.1,3.5,164.9,832,156.0,3.7
15/01/2013 19:00,,,,,,,,,37.5,9.2,0.0,3.0,8.4,252.7,1969,148.0,6.0,,,,,,,,,
15/01/2013 17:00,49.5,8.1,0.0,3.1,10.3,253.6,2151,7.3,,,,,,,,,,,,,,,,,,
15/01/2013 16:00,,,,,,,,,,,,,,,,,,14.0,3.3,0.0,1.1,5.5,163.5,806,153.8,3.7
15/01/2013 15:00,,,,,,,,,37.5,8.4,0.2,3.0,9.8,253.4,1973,153.1,5.8,,,,,,,,,
15/01/2013 13:00,49.5,8.6,0.0,3.3,9.1,254.5,2155,7.2,,,,,,,,,,,,,,,,,,
15/01/2013 12:00,,,,,,,,,,,,,,,,,,13.9,4.6,0.0,0.9,3.0,163.7,801,153.4,3.7
15/01/2013 11:00,,,,,,,,,37.6,8.6,0.0,2.6,10.1,254.1,1989,157.8,5.8,,,,,,,,,
15/01/2013 09:00,49.4,9.1,0.0,3.5,7.9,254.5,2159,7.0,,,,,,,,,,,,,,,,,,
15/01/2013 08:00,,,,,,,,,,,,,,,,,,13.7,5.3,0.0,1.1,2.4,163.1,810,151.5,3.6
15/01/2013 07:00,,,,,,,,,37.2,9.0,0.0,2.7,10.3,252.8,1976,151.5,5.8,,,,,,,,,
15/01/2013 05:00,48.4,8.6,0.0,3.3,8.6,251.9,2148,7.1,,,,,,,,,,,,,,,,,,
15/01/2013 04:00,,,,,,,,,,,,,,,,,,13.7,4.4,0.2,1.2,4.2,163.2,806,147.3,3.6
15/01/2013 03:00,,,,,,,,,37.3,8.7,0.0,2.7,10.1,253.7,1972,150.7,5.8,,,,,,,,,
15/01/2013 01:00,48.9,9.5,0.0,3.3,7.8,254.4,2148,7.0,,,,,,,,,,,,,,,,,,
15/01/2013 00:00,,,,,,,,,,,,,,,,,,13.7,4.3,0.2,1.3,3.4,163.1,784,155.2,3.6
14/01/2013 23:00,,,,,,,,,36.9,9.0,0.0,3.0,8.6,253.5,1971,150.7,5.8,,,,,,,,,
14/01/2013 21:00,48.5,8.4,0.1,3.8,9.0,254.3,2151,6.9,,,,,,,,,,,,,,,,,,
14/01/2013 20:00,,,,,,,,,,,,,,,,,,13.4,3.9,0.1,1.0,4.5,162.8,788,155.4,3.6
14/01/2013 19:00,,,,,,,,,36.4,9.4,0.2,3.2,7.9,252.4,1960,149.5,5.7,,,,,,,,,
14/01/2013 17:00,48.1,9.5,0.0,3.4,8.7,254.1,2150,6.9,,,,,,,,,,,,,,,,,,
14/01/2013 16:00,,,,,,,,,,,,,,,,,,13.6,4.1,0.2,1.4,3.1,163.5,785,150.2,3.6
14/01/2013 15:00,,,,,,,,,36.4,9.2,0.1,2.5,9.1,253.2,1973,150.9,5.8,,,,,,,,,
14/01/2013 13:00,48.4,9.0,0.1,3.8,7.8,255.2,2161,6.8,,,,,,,,,,,,,,,,,,
14/01/2013 12:00,,,,,,,,,,,,,,,,,,13.4,4.5,0.1,1.5,3.5,162.4,787,153.9,3.6
14/01/2013 11:00,,,,,,,,,37.1,9.8,0.0,2.8,6.7,254.2,1977,148.4,5.7,,,,,,,,,
14/01/2013 09:00,48.2,8.4,0.0,3.1,10.0,252.9,2139,6.9,,,,,,,,,,,,,,,,,,
14/01/2013 08:00,,,,,,,,,,,,,,,,,,13.6,4.2,0.1,1.1,3.6,163.1,805,150.5,3.6
14/01/2013 07:00,,,,,,,,,36.7,8.5,0.1,2.7,11.6,253.0,1974,152.7,5.9,,,,,,,,,
14/01/2013 05:00,48.5,9.0,0.0,3.8,8.6,253.3,2147,6.8,,,,,,,,,,,,,,,,,,
14/01/2013 04:00,,,,,,,,,,,,,,,,,,13.5,4.6,0.2,1.8,4.2,162.1,807,152.7,3.6
14/01/2013 03:00,,,,,,,,,36.3,8.6,0.0,2.7,8.3,250.6,1958,152.7,5.8,,,,,,,,,
14/01/2013 01:00,48.7,8.6,0.1,3.2,9.8,253.0,2138,6.8,,,,,,,,,,,,,,,,,,
14/01/2013 00:00,,,,,,,,,,,,,,,,,,13.8,5.1,0.1,1.1,2.5,163.6,819,147.0,3.6
13/01/2013 23:00,,,,,,,,,36.4,9.8,0.1,2.7,8.2,250.9,1962,155.8,5.8,,,,,,,,,
13/01/2013 21:00,48.7,8.6,0.0,3.4,7.8,252.9,2134,6.8,,,,,,,,,,,,,,,,,,
13/01/2013 20:00,,,,,,,,,,,,,,,,,,13.8,4.0,0.1,1.4,5.2,163.2,817,148.8,3.6
13/01/2013 19:00,,,,,,,,,36.5,9.3,0.0,2.9,8.2,250.8,1961,156.7,5.9,,,,,,,,,
13/01/2013 17:00,48.7,8.9,0.0,3.3,8.6,252.7,2135,6.8,,,,,,,,,,,,,,,,,,
13/01/2013 16:00,,,,,,,,,,,,,,,,,,13.7,4.3,0.0,0.9,3.5,162.5,807,153.0,3.6
13/01/2013 15:00,,,,,,,,,36.6,8.8,0.0,3.2,9.1,250.9,1956,155.4,5.8,,,,,,,,,
13/01/2013 13:00,48.2,9.3,0.0,3.3,7.2,251.9,2143,6.6,,,,,,,,,,,,,,,,,,
13/01/2013 12:00,,,,,,,,,,,,,,,,,,13.5,4.7,0.0,1.0,4.3,164.3,770,149.6,3.6
13/01/2013 11:00,,,,,,,,,36.5,9.1,0.0,2.8,9.5,251.2,1953,154.7,5.7,,,,,,,,,
13/01/2013 09:00,48.0,8.2,0.1,3.1,8.8,250.6,2134,6.6,,,,,,,,,,,,,,,,,,
13/01/2013 08:00,,,,,,,,,,,,,,,,,,13.6,5.2,0.0,1.3,2.8,162.2,808,152.8,3.6
13/01/2013 07:00,,,,,,,,,35.9,9.3,0.0,2.9,8.0,249.0,1951,150.9,5.8,,,,,,,,,
13/01/2013 05:00,48.0,8.6,0.0,3.5,9.1,250.4,2129,6.6,,,,,,,,,,,,,,,,,,
13/01/2013 04:00,,,,,,,,,,,,,,,,,,13.4,5.1,0.0,1.3,3.0,161.7,808,159.8,3.6
13/01/2013 03:00,,,,,,,,,35.8,9.3,0.1,3.0,8.4,249.2,1944,154.6,5.9,,,,,,,,,
13/01/2013 01:00,47.8,8.9,0.1,3.6,8.1,251.1,2132,6.6,,,,,,,,,,,,,,,,,,
13/01/2013 00:00,,,,,,,,,,,,,,,,,,13.4,4.9,0.2,1.1,2.4,161.9,797,157.1,3.6
12/01/2013 23:00,,,,,,,,,35.6,9.0,0.0,3.0,10.3,249.3,1948,149.0,5.8,,,,,,,,,
12/01/2013 21:00,47.5,8.3,0.2,3.5,10.2,251.1,2131,6.6,,,,,,,,,,,,,,,,,,
12/01/2013 20:00,,,,,,,,,,,,,,,,,,13.1,4.4,0.0,1.5,4.1,161.1,798,153.5,3.6
12/01/2013 19:00,,,,,,,,,35.3,8.8,0.0,3.2,9.1,249.1,1950,152.5,5.8,,,,,,,,,
12/01/2013 17:00,47.1,8.4,0.0,3.3,9.5,251.7,2132,6.5,,,,,,,,,,,,,,,,,,
12/01/2013 16:00,,,,,,,,,,,,,,,,,,12.6,5.0,0.0,1.0,2.9,159.8,761,155.5,3.6
12/01/2013 15:00,,,,,,,,,35.1,9.0,0.1,2.7,9.2,249.9,1945,149.9,5.7,,,,,,,,,
12/01/2013 13:00,46.7,8.6,0.0,3.7,9.0,251.8,2136,6.5,,,,,,,,,,,,,,,,,,
12/01/2013 12:00,,,,,,,,,,,,,,,,,,12.7,4.8,0.0,1.2,3.4,160.8,765,150.9,3.6
12/01/2013 11:00,,,,,,,,,34.9,8.1,0.2,2.5,11.4,250.1,1947,148.0,5.9,,,,,,,,,
12/01/2013 09:00,46.3,7.6,0.0,3.7,9.7,252.0,2133,6.4,,,,,,,,,,,,,,,,,,
12/01/2013 08:00,,,,,,,,,,,,,,,,,,12.4,4.9,0.1,1.0,2.1,160.4,777,157.3,3.5
12/01/2013 07:00,,,,,,,,,34.4,9.4,0.2,2.5,8.7,249.9,1948,155.3,5.8,,,,,,,,,
12/01/2013 05:00,45.8,8.9,0.0,4.0,8.9,251.6,2152,6.4,,,,,,,,,,,,,,,,,,
12/01/2013 04:00,,,,,,,,,,,,,,,,,,12.4,5.0,0.0,1.9,2.5,161.2,786,150.6,3.6
12/01/2013 03:00,,,,,,,,,34.0,9.4,0.1,2.6,8.3,249.7,1959,150.4,5.8,,,,,,,,,
12/01/2013 01:00,45.3,9.0,0.0,3.3,8.6,252.1,2150,6.3,,,,,,,,,,,,,,,,,,
12/01/2013 00:00,,,,,,,,,,,,,,,,,,0.0,5.3,0.1,1.3,1.7,160.2,775,154.0,3.6
11/01/2013 23:00,,,,,,,,,17.1,9.7,0.0,2.6,7.7,249.2,1951,153.7,5.7,,,,,,,,,
11/01/2013 21:00,47.8,8.4,0.0,3.3,9.5,251.8,2140,6.3,,,,,,,,,,,,,,,,,,
11/01/2013 20:00,,,,,,,,,,,,,,,,,,13.2,4.5,0.2,1.1,3.7,160.5,782,154.1,3.5
11/01/2013 19:00,,,,,,,,,35.5,8.6,0.0,3.3,10.0,248.3,1944,150.5,5.7,,,,,,,,,
11/01/2013 17:00,47.3,8.3,0.1,3.5,10.2,251.0,2155,6.2,,,,,,,,,,,,,,,,,,
11/01/2013 16:00,,,,,,,,,,,,,,,,,,13.1,3.5,0.1,1.3,5.1,160.1,764,155.3,3.5
11/01/2013 15:00,,,,,,,,,35.6,9.6,0.0,2.7,7.7,248.8,1941,144.0,5.7,,,,,,,,,
11/01/2013 13:00,47.6,8.5,0.0,3.2,10.1,252.1,2151,6.1,,,,,,,,,,,,,,,,,,
11/01/2013 12:00,,,,,,,,,,,,,,,,,,13.0,5.6,0.1,1.0,2.1,159.7,775,150.2,3.6
11/01/2013 11:00,,,,,,,,,35.8,10.0,0.0,2.7,7.7,249.2,1959,151.2,5.7,,,,,,,,,
11/01/2013 09:00,47.9,8.6,0.0,3.6,8.6,251.8,2161,6.2,,,,,,,,,,,,,,,,,,
11/01/2013 08:00,,,,,,,,,,,,,,,,,,13.4,3.7,0.0,1.3,4.2,161.1,808,154.1,3.6
11/01/2013 07:00,,,,,,,,,35.6,9.5,0.0,2.5,7.4,247.9,1947,145.9,5.8,,,,,,,,,
11/01/2013 05:00,47.5,8.4,0.2,3.3,8.0,249.9,2159,6.2,,,,,,,,,,,,,,,,,,
11/01/2013 04:00,,,,,,,,,,,,,,,,,,13.6,4.1,0.2,1.2,3.6,161.8,805,152.6,3.6
11/01/2013 03:00,,,,,,,,,35.7,8.9,0.2,2.8,9.1,248.3,1936,152.0,5.9,,,,,,,,,
11/01/2013 01:00,47.0,8.4,0.0,4.0,8.9,249.4,2150,6.2,,,,,,,,,,,,,,,,,,
11/01/2013 00:00,,,,,,,,,,,,,,,,,,13.3,4.3,0.0,1.1,3.1,161.1,805,150.8,3.6
10/01/2013 23:00,,,,,,,,,35.0,9.6,0.0,2.7,7.4,247.0,1936,159.2,5.8,,,,,,,,,
10/01/2013 21:00,46.6,8.7,0.0,3.2,8.4,248.9,2149,6.2,,,,,,,,,,,,,,,,,,
10/01/2013 20:00,,,,,,,,,,,,,,,,,,13.3,5.1,0.2,1.2,2.6,161.4,795,153.3,3.5
10/01/2013 19:00,,,,,,,,,35.2,8.1,0.1,2.6,10.2,247.7,1934,154.3,5.7,,,,,,,,,
10/01/2013 17:00,47.1,8.3,0.0,3.5,8.9,250.4,2149,6.2,,,,,,,,,,,,,,,,,,
10/01/2013 16:00,,,,,,,,,,,,,,,,,,13.2,3.7,0.0,0.8,3.2,163.0,787,152.1,3.5
10/01/2013 15:00,,,,,,,,,34.7,8.3,0.0,2.8,8.9,246.5,1932,147.0,5.7,,,,,,,,,
10/01/2013 13:00,46.6,8.3,0.0,3.2,9.0,250.0,2161,6.2,,,,,,,,,,,,,,,,,,
10/01/2013 12:00,,,,,,,,,,,,,,,,,,13.0,4.8,0.2,1.1,3.2,160.2,785,159.1,3.6
10/01/2013 11:00,,,,,,,,,34.5,8.8,0.0,3.2,8.4,246.5,1933,153.5,5.8,,,,,,,,,
10/01/2013 09:00,46.2,7.6,0.1,3.6,11.4,249.6,2158,6.2,,,,,,,,,,,,,,,,,,
10/01/2013 08:00,,,,,,,,,,,,,,,,,,12.6,5.4,0.1,1.1,2.0,159.5,765,155.6,3.6
10/01/2013 07:00,,,,,,,,,34.4,9.4,0.1,2.8,7.4,246.5,1943,148.3,5.7,,,,,,,,,
10/01/2013 05:00,46.0,8.0,0.0,3.3,10.2,250.3,2170,6.2,,,,,,,,,,,,,,,,,,
10/01/2013 04:00,,,,,,,,,,,,,,,,,,12.7,5.3,0.0,1.3,2.7,159.6,772,160.9,3.5
10/01/2013 03:00,,,,,,,,,34.6,9.4,0.1,3.4,8.2,248.1,1947,153.7,5.7,,,,,,,,,
10/01/2013 01:00,45.7,8.3,0.0,3.1,8.9,250.0,2188,6.3,,,,,,,,,,,,,,,,,,
10/01/2013 00:00,,,,,,,,,,,,,,,,,,12.4,3.9,0.1,1.3,3.1,158.8,764,150.3,3.5
09/01/2013 23:00,,,,,,,,,34.3,8.1,0.2,2.9,11.5,247.2,1937,151.7,5.6,,,,,,,,,
09/01/2013 21:00,45.9,7.8,0.1,3.7,10.7,250.5,2190,6.5,,,,,,,,,,,,,,,,,,
09/01/2013 20:00,,,,,,,,,,,,,,,,,,12.3,5.4,0.0,1.2,2.5,158.0,745,156.9,3.6
09/01/2013 19:00,,,,,,,,,34.2,8.0,0.1,3.0,11.0,246.6,1938,152.5,5.7,,,,,,,,,
09/01/2013 17:00,46.1,8.3,0.0,3.4,9.6,251.5,2206,7.0,,,,,,,,,,,,,,,,,,
09/01/2013 16:00,,,,,,,,,,,,,,,,,,12.0,4.4,0.1,1.2,2.9,157.0,751,159.3,3.6
09/01/2013 15:00,,,,,,,,,34.0,9.0,0.2,3.2,8.9,246.1,1928,158.1,5.7,,,,,,,,,
09/01/2013 13:00,45.7,8.3,0.0,3.4,11.1,251.1,2218,7.8,,,,,,,,,,,,,,,,,,
09/01/2013 12:00,,,,,,,,,,,,,,,,,,12.5,4.3,0.4,0.7,2.6,158.9,771,157.5,3.6
09/01/2013 11:00,,,,,,,,,33.5,8.5,0.1,3.0,8.3,244.9,1931,154.6,5.8,,,,,,,,,
09/01/2013 09:00,45.8,8.1,0.1,3.1,10.6,252.0,2214,9.5,,,,,,,,,,,,,,,,,,
09/01/2013 08:00,,,,,,,,,,,,,,,,,,12.6,4.5,0.1,1.1,2.9,159.7,782,152.5,3.7
09/01/2013 07:00,,,,,,,,,33.4,8.8,0.0,2.9,8.9,246.2,1938,151.1,5.8,,,,,,,,,
09/01/2013 05:00,45.1,9.0,0.0,3.6,8.5,252.3,2211,9.2,,,,,,,,,,,,,,,,,,
09/01/2013 04:00,,,,,,,,,,,,,,,,,,11.8,4.7,0.0,1.4,3.8,157.5,749,149.2,3.6
09/01/2013 03:00,,,,,,,,,32.8,9.5,0.1,2.9,7.5,245.9,1927,148.3,5.6,,,,,,,,,
09/01/2013 01:00,44.3,8.9,0.1,4.2,8.2,252.6,2209,8.7,,,,,,,,,,,,,,,,,,
09/01/2013 00:00,,,,,,,,,,,,,,,,,,11.3,4.8,0.1,1.0,2.8,157.1,729,150.6,3.5
08/01/2013 23:00,,,,,,,,,32.2,7.7,0.2,3.3,10.1,246.5,1931,153.0,5.5,,,,,,,,,
08/01/2013 21:00,40.7,8.7,0.1,3.3,8.9,252.4,2192,8.6,,,,,,,,,,,,,,,,,,
08/01/2013 20:00,,,,,,,,,,,,,,,,,,12.1,4.4,0.3,0.8,2.7,156.0,719,149.1,3.5
08/01/2013 19:00,,,,,,,,,35.0,9.0,0.0,3.1,9.3,247.1,1923,146.5,5.5,,,,,,,,,
08/01/2013 17:00,47.3,8.5,0.0,3.8,10.5,254.0,2208,8.5,,,,,,,,,,,,,,,,,,
08/01/2013 16:00,,,,,,,,,,,,,,,,,,12.1,4.1,0.1,1.3,2.5,155.6,716,152.8,3.4
08/01/2013 15:00,,,,,,,,,34.9,9.1,0.0,3.3,8.4,246.8,1926,151.5,5.5,,,,,,,,,
08/01/2013 13:00,46.8,8.6,0.2,4.1,9.1,252.0,2194,8.4,,,,,,,,,,,,,,,,,,
08/01/2013 12:00,,,,,,,,,,,,,,,,,,12.5,4.6,0.4,1.7,3.1,156.4,715,156.4,3.5
08/01/2013 11:00,,,,,,,,,35.1,7.8,0.0,3.6,10.5,247.3,1928,148.9,5.4,,,,,,,,,
08/01/2013 09:00,48.0,9.1,0.0,3.6,8.1,256.7,2220,8.4,,,,,,,,,,,,,,,,,,
08/01/2013 08:00,,,,,,,,,,,,,,,,,,12.2,5.7,0.3,1.4,0.9,156.1,711,154.9,3.5
08/01/2013 07:00,,,,,,,,,35.1,8.5,0.1,3.1,9.5,247.2,1925,149.9,5.5,,,,,,,,,
08/01/2013 05:00,47.8,9.4,0.1,3.4,9.5,255.5,2194,8.2,,,,,,,,,,,,,,,,,,
08/01/2013 04:00,,,,,,,,,,,,,,,,,,12.2,7.0,0.4,1.0,0.1,155.6,707,147.7,3.4
08/01/2013 03:00,,,,,,,,,34.9,9.9,0.0,2.9,7.2,246.3,1924,157.1,5.5,,,,,,,,,
08/01/2013 01:00,47.0,8.5,0.0,4.0,11.3,251.6,2183,8.1,,,,,,,,,,,,,,,,,,
